,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
4354,14857305,2014-04-28,within an hour,1.0,0.9,t,1.0,t,t,la Verneda i la Pau,Sant Marti,Private room,2,1.0,1.0,1.0,72.0,2,32,t,8,2017-12-24,4.77,f,1,1.74
4359,2202284,2012-04-23,within an hour,1.0,0.99,f,22.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,6,1.5,3.0,4.0,200.0,4,30,t,4,2017-10-16,4.73,f,19,3.36
4360,18002674,2014-07-12,within an hour,1.0,1.0,f,8.0,t,t,el Baix Guinardo,Horta-Guinardo,Entire home/apt,5,2.0,3.0,4.0,137.0,2,1125,t,12,2017-11-03,4.58,t,4,4.6
4364,79500346,2016-06-23,within a few hours,1.0,0.97,f,9.0,t,t,el Fort Pienc,Eixample,Private room,9,2.0,1.0,1.0,16.0,35,190,t,0,2019-07-30,4.57,f,7,0.14
4365,123459053,2017-03-30,within an hour,1.0,1.0,t,17.0,t,t,les Corts,Les Corts,Private room,2,3.0,1.0,1.0,32.0,32,1125,t,24,2018-07-22,4.75,t,4,0.13
4366,40853564,2015-08-08,within an hour,1.0,0.97,t,1.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,5,1.0,2.0,5.0,271.0,3,30,t,4,2022-05-13,4.97,f,1,1.93
4367,1411775,2011-11-16,within an hour,1.0,0.85,f,6.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,107.0,7,1125,t,6,2017-10-06,4.46,t,2,1.04
4369,24617404,2014-12-08,within an hour,0.91,1.0,t,1.0,t,t,la Bordeta,Sants-Montjuic,Entire home/apt,4,1.0,1.0,2.0,104.0,1,365,t,1,2018-02-13,4.84,t,1,6.42
4370,146282111,2017-08-16,within a day,1.0,1.0,t,3.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,2,1.0,1.0,2.0,62.0,31,90,t,29,2017-10-08,4.66,f,3,1.89
4372,4985749,2013-02-06,within an hour,1.0,0.99,f,20.0,t,t,el Raval,Ciutat Vella,Entire home/apt,6,1.0,2.0,3.0,185.0,6,1125,t,1,2020-02-10,4.14,t,20,1.31
4373,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,62.0,32,1125,t,0,2020-03-20,4.43,t,10,0.17
4376,138297757,2017-07-03,within an hour,1.0,0.75,t,2.0,t,t,el Clot,Sant Marti,Private room,1,1.0,1.0,1.0,30.0,2,1125,t,0,2017-12-17,4.65,f,2,0.37
4378,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,50.0,32,1125,t,6,2018-04-10,4.68,t,10,0.39
4380,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,57.0,32,1125,t,4,2018-05-29,4.74,t,10,0.36
4383,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,7,1.0,4.0,6.0,167.0,1,1125,t,0,2018-06-03,4.86,t,10,0.59
4384,154174693,2017-10-11,within an hour,1.0,1.0,f,1.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,3,1.0,2.0,2.0,130.0,3,7,t,8,2018-01-02,4.76,f,1,1.08
4385,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,el Raval,Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,53.0,32,1125,t,0,2019-06-30,4.25,t,10,0.08
4386,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,2.0,4.0,50.0,32,1125,t,0,2018-07-04,4.53,t,10,0.27
4388,9456665,2013-10-16,within an hour,1.0,0.98,f,13.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,2.0,136.0,1,365,t,10,2022-01-02,4.0,t,7,0.1
4389,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,6,1.0,2.0,5.0,160.0,1,1125,t,30,2019-09-19,3.5,f,159,0.04
4391,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,3.0,160.0,1,1125,t,3,2019-05-15,4.83,t,10,1.35
4392,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,6,1.0,3.0,4.0,233.0,1,1125,t,30,2018-12-29,4.17,f,159,0.11
4393,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,3.0,190.0,1,1125,t,2,2018-04-09,4.8,t,10,0.99
4395,138321551,2017-07-03,within an hour,1.0,1.0,t,3.0,t,t,el Besos i el Maresme,Sant Marti,Private room,1,2.0,1.0,1.0,20.0,32,1125,t,0,2018-11-02,4.86,t,3,0.14
4396,144254973,2017-08-04,within an hour,1.0,0.99,f,2.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,2,1.0,1.0,1.0,55.0,2,1125,t,0,2019-05-18,4.66,f,2,1.18
4397,9994084,2013-11-13,within a day,1.0,0.5,f,30.0,t,t,Sant Andreu,Sant Andreu,Entire home/apt,3,2.0,2.0,2.0,89.0,30,1125,t,6,2017-10-22,4.67,f,1,0.04
4398,971768,2011-08-15,within an hour,0.98,0.98,f,36.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,2.0,3.0,3.0,184.0,1,365,t,0,2017-10-04,4.7,f,9,1.76
4402,94794444,2016-09-12,within an hour,0.9,0.94,f,7.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,1.0,2.0,4.0,183.0,2,1124,t,6,2018-01-01,4.64,t,1,2.34
4403,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,8,2.0,4.0,6.0,198.0,3,1125,t,6,2017-12-11,4.63,t,140,2.19
4409,128567999,2017-05-02,within a day,1.0,0.67,f,3.0,t,t,el Carmel,Horta-Guinardo,Private room,1,1.5,1.0,1.0,34.0,31,1125,t,3,2018-06-30,4.94,f,2,0.57
4410,118538686,2017-02-28,within an hour,1.0,1.0,t,1.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,40.0,32,1125,t,3,2017-10-04,4.77,f,1,1.03
4411,57776439,2016-02-07,within an hour,0.9,0.69,f,1.0,t,t,Sants,Sants-Montjuic,Private room,2,1.0,1.0,1.0,83.0,1,10,t,6,2023-08-14,5.0,f,1,4.0
4412,91888632,2016-08-25,within an hour,1.0,0.84,f,2.0,t,t,la Barceloneta,Ciutat Vella,Private room,2,1.0,1.0,1.0,91.0,2,1125,t,17,2022-09-26,4.76,f,1,3.99
4414,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,2.0,229.0,2,1125,t,6,2018-03-19,4.37,t,221,1.91
4417,154774388,2017-10-16,within an hour,1.0,1.0,f,1.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,5,1.0,3.0,4.0,130.0,3,1125,t,5,2017-12-04,4.41,t,1,2.68
4419,13589081,2014-03-27,within an hour,1.0,1.0,f,1.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,6,2.0,3.0,3.0,191.0,2,1125,t,6,2017-11-04,4.71,t,1,2.8
4420,48762316,2015-11-11,within an hour,1.0,1.0,f,3.0,t,t,Vallcarca i els Penitents,Gracia,Entire home/apt,3,1.0,2.0,2.0,240.0,1,365,t,3,2017-11-23,4.51,t,1,2.26
4425,11301631,2014-01-14,within a day,1.0,1.0,t,10.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,67.0,32,1125,t,5,2018-02-20,3.75,t,3,0.06
4426,11301631,2014-01-14,within a day,1.0,1.0,t,10.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,72.0,32,1125,t,6,2019-02-28,4.92,t,3,0.24
4427,26781307,2015-01-27,within an hour,1.0,0.99,t,8.0,t,t,Sants,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,144.0,32,90,t,1,2017-11-28,5.0,f,8,0.33
4428,11301631,2014-01-14,within a day,1.0,1.0,t,10.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,72.0,32,1125,t,1,2021-06-06,4.75,t,3,0.15
4429,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Entire home/apt,5,1.0,2.0,5.0,144.0,2,45,t,15,2018-04-21,3.93,f,184,0.89
4431,26781307,2015-01-27,within an hour,1.0,0.99,t,8.0,t,t,Sants,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,162.0,7,21,t,0,2017-11-25,5.0,f,8,0.28
4433,36233647,2015-06-19,within a few hours,1.0,0.99,t,4.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,189.0,1,1125,t,2,2017-11-27,4.89,f,4,3.95
4434,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,194.0,1,1125,t,2,2017-12-24,4.75,t,36,1.5
4435,21873399,2014-09-28,within a day,0.78,0.76,f,68.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,180.0,3,1125,t,2,2018-02-12,4.61,t,30,0.28
4436,2439400,2012-05-22,within an hour,0.82,0.93,f,96.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,8,1.5,2.0,5.0,120.0,1,1125,t,10,2017-11-19,4.46,t,45,0.51
4437,40676061,2015-08-06,within an hour,1.0,1.0,t,27.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,6,2.0,3.0,4.0,285.0,1,365,t,9,2017-12-26,4.84,t,20,3.3
4440,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,208.0,1,1125,t,5,2018-01-21,4.72,t,36,1.49
4441,134130286,2017-06-08,within an hour,1.0,1.0,f,6.0,t,t,Sant Antoni,Eixample,Private room,2,1.0,1.0,1.0,30.0,2,1125,t,0,2018-10-27,4.54,f,2,0.9
4442,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,194.0,1,1125,t,4,2018-09-14,4.79,t,36,2.39
4443,130223809,2017-05-14,within a few hours,0.96,0.57,f,90.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,2.0,71.0,32,1125,t,0,2018-03-08,5.0,f,75,0.01
4445,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,194.0,1,1125,t,4,2018-01-01,4.79,t,36,2.43
4447,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,7.0,229.0,1,365,t,3,2018-01-28,4.75,t,36,3.22
4449,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,6.0,229.0,1,1125,t,4,2018-06-05,4.58,t,36,2.81
4451,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,6.0,229.0,1,1125,t,4,2018-04-27,4.8,t,36,3.54
4453,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,6.0,229.0,1,1125,t,8,2018-03-01,4.77,t,36,2.75
4454,893805,2011-07-30,within a few hours,0.99,0.95,t,23.0,t,t,Sants,Sants-Montjuic,Entire home/apt,4,1.0,3.0,3.0,166.0,2,200,t,6,2017-11-04,4.73,f,13,2.53
4455,7180803,2013-06-29,within a few hours,0.96,0.46,f,2.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,1.0,28.0,2,360,t,0,2018-01-01,4.57,f,2,1.4
4456,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,2.0,2.0,3.0,201.0,1,1125,t,2,2018-02-10,4.72,t,36,2.86
4457,100152046,2016-10-18,within an hour,1.0,0.99,t,64.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,4,1.5,2.0,2.0,203.0,7,30,t,13,2018-08-12,4.9,f,10,0.49
4458,21873399,2014-09-28,within a day,0.78,0.76,f,68.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,5,1.0,2.0,4.0,174.0,3,1125,t,4,2018-01-02,3.2,t,30,0.09
4459,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,6,2.0,3.0,5.0,220.0,1,1125,t,3,2018-02-10,4.75,t,36,2.61
4461,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,151.0,1,1125,t,3,2018-01-19,4.68,t,36,1.15
4463,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,151.0,1,1125,t,0,2017-12-27,4.74,t,36,2.61
4465,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,7,2.0,3.0,6.0,122.0,2,45,t,11,2017-12-01,4.15,f,184,1.24
4466,26781307,2015-01-27,within an hour,1.0,0.99,t,8.0,t,t,Sants,Sants-Montjuic,Entire home/apt,4,2.0,2.0,3.0,108.0,7,21,t,3,2018-07-09,4.94,f,8,0.27
4467,51389505,2015-12-15,within an hour,1.0,1.0,t,2.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,1.0,1.0,1.0,196.0,2,1125,t,0,2017-12-24,4.94,f,2,3.33
4469,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,4,1.0,2.0,3.0,76.0,3,45,t,11,2018-01-08,4.23,f,184,0.87
4470,72093817,2016-05-15,within an hour,1.0,1.0,f,2.0,t,t,Sants - Badal,Sants-Montjuic,Private room,2,1.0,2.0,2.0,28.0,31,1125,t,6,2017-11-05,4.6,f,1,1.96
4471,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,9,2.0,3.0,5.0,475.0,1,1125,t,8,2018-05-13,4.86,t,10,1.13
4473,151637037,2017-09-22,within an hour,0.94,1.0,t,43.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,8,2.0,3.0,5.0,440.0,1,1125,t,13,2018-03-19,4.69,t,10,0.81
4474,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,249.0,1,1125,t,1,2017-11-17,4.76,t,36,1.2
4475,154788425,2017-10-16,within an hour,1.0,1.0,t,6.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,8,2.0,4.0,6.0,389.0,1,365,t,0,2018-01-29,4.99,f,6,2.23
4476,3479346,2012-09-05,within an hour,1.0,0.87,f,17.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,3,1.0,2.0,2.0,110.0,31,365,t,5,2018-04-01,4.94,f,15,0.24
4477,154788425,2017-10-16,within an hour,1.0,1.0,t,6.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,11,2.0,2.0,8.0,999.0,1,1125,t,0,2018-10-14,4.95,f,6,0.67
4478,154788425,2017-10-16,within an hour,1.0,1.0,t,6.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,1.0,3.0,5.0,328.0,1,1125,t,3,2018-02-05,4.99,f,6,1.1
4479,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,3,1.0,1.0,2.0,199.0,1,333,t,2,2018-10-21,4.27,t,138,1.01
4480,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,2.0,3.0,197.0,1,333,t,1,2019-05-17,4.1,t,138,0.4
4482,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,4.0,209.0,1,333,t,9,2018-09-13,4.13,t,138,0.66
4483,154788425,2017-10-16,within an hour,1.0,1.0,t,6.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,10,2.0,4.0,5.0,409.0,2,365,t,0,2018-06-10,4.97,f,6,1.47
4484,154788425,2017-10-16,within an hour,1.0,1.0,t,6.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,4.0,362.0,1,365,t,0,2018-10-26,4.98,f,6,1.71
4486,154788425,2017-10-16,within an hour,1.0,1.0,t,6.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,4.0,355.0,1,365,t,0,2018-10-11,5.0,f,6,0.87
4487,26781307,2015-01-27,within an hour,1.0,0.99,t,8.0,t,t,Sants,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,144.0,7,21,t,8,2018-03-08,5.0,f,8,0.31
4489,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,el Raval,Ciutat Vella,Entire home/apt,6,1.0,3.0,4.0,242.0,1,333,t,1,2018-03-09,4.03,t,138,1.34
4490,6116243,2013-04-27,within a few hours,1.0,1.0,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,43.0,32,1125,t,0,2018-03-23,4.67,f,1,0.27
4491,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,295.0,1,333,t,8,2018-04-11,4.53,t,138,1.26
4492,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,Sant Antoni,Eixample,Entire home/apt,8,5.0,4.0,5.0,398.0,1,333,t,8,2018-04-01,4.15,t,138,1.07
4493,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,312.0,1,333,t,2,2018-04-07,4.34,t,138,1.02
4494,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,214.0,1,333,t,3,2019-06-23,4.5,t,138,0.62
4496,130223809,2017-05-14,within a few hours,0.96,0.57,f,90.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,2.0,72.0,32,1125,t,8,2018-05-17,4.88,f,75,0.12
4497,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,231.0,1,1125,t,1,2018-08-25,4.85,t,36,0.85
4498,157363374,2017-11-04,within an hour,1.0,0.92,f,4.0,t,t,Sants,Sants-Montjuic,Private room,1,1.0,1.0,1.0,47.0,32,90,t,28,2018-03-01,4.82,f,2,0.42
4499,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,216.0,1,333,t,2,2019-05-04,4.62,t,138,0.64
4500,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,3,1.0,1.0,2.0,209.0,1,1125,t,1,2018-08-13,4.86,t,36,2.27
4501,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,10,4.0,6.0,7.0,746.0,1,333,t,14,2017-12-03,4.54,t,138,1.75
4502,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,6,2.0,2.0,3.0,243.0,1,333,t,2,2018-01-19,4.34,t,138,1.76
4503,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,8,2.0,3.0,5.0,506.0,1,1125,t,4,2018-02-01,4.87,t,36,2.16
4505,147646238,2017-08-25,within an hour,0.97,0.81,f,9.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,1.0,2.0,4.0,114.0,28,334,t,0,2017-11-08,4.88,f,9,3.8
4506,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,3.0,231.0,1,333,t,1,2018-01-01,4.43,t,138,1.27
4508,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,3.0,3.0,4.0,328.0,1,333,t,5,2018-03-12,4.51,t,138,1.42
4510,5784650,2013-04-05,within an hour,1.0,1.0,t,9.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,177.0,4,89,t,20,2017-12-05,4.92,t,3,0.74
4511,5614931,2013-03-25,within an hour,0.79,0.91,f,39.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,2,1.0,2.0,2.0,259.0,1,1125,t,9,2019-08-17,4.68,f,39,1.21
4512,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,8,2.0,3.0,5.0,506.0,1,1125,t,5,2018-01-05,4.87,t,36,2.42
4513,396363,2011-02-17,within an hour,1.0,0.92,f,148.0,t,t,Vallcarca i els Penitents,Gracia,Entire home/apt,5,1.0,3.0,4.0,171.0,2,1125,t,30,2018-12-26,3.33,f,111,0.16
4514,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,3,1.0,1.0,2.0,209.0,1,1125,t,0,2018-01-11,4.86,t,36,1.73
4515,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,3.0,230.0,1,333,t,11,2018-07-05,4.16,t,138,0.97
4517,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,2.0,3.0,269.0,1,333,t,3,2018-05-06,4.32,t,138,1.15
4518,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,2.0,5.0,270.0,1,333,t,9,2017-12-10,4.35,t,138,1.14
4519,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,3.0,240.0,1,333,t,2,2018-03-03,4.2,t,138,0.82
4520,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,231.0,1,1125,t,0,2018-03-11,4.84,t,36,1.82
4521,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,231.0,1,1125,t,1,2017-11-22,4.87,t,36,2.03
4523,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,231.0,1,1125,t,2,2018-09-12,4.78,t,36,1.32
4524,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,231.0,1,1125,t,1,2018-01-07,4.82,t,36,1.51
4525,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,3,1.0,1.0,2.0,195.0,1,333,t,1,2018-02-18,4.51,t,138,0.61
4526,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,2.0,3.0,212.0,1,333,t,3,2018-02-04,4.57,t,138,2.0
4528,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,Sants - Badal,Sants-Montjuic,Entire home/apt,5,1.0,2.0,3.0,154.0,1,333,t,3,2018-02-02,4.47,t,138,1.1
4529,139063900,2017-07-07,within an hour,0.99,0.99,t,38.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,242.0,1,1125,t,1,2018-03-03,4.81,t,36,1.18
4530,117888638,2017-02-24,within an hour,1.0,1.0,t,6.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,337.0,2,120,t,8,2021-08-31,4.95,t,6,2.48
4531,56611778,2016-01-29,within an hour,1.0,1.0,t,9.0,t,t,la Salut,Gracia,Entire home/apt,2,1.0,1.0,1.0,175.0,2,41,t,6,2018-04-26,4.81,t,2,1.88
4532,117888638,2017-02-24,within an hour,1.0,1.0,t,6.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,1.0,1.0,305.0,2,90,t,16,2022-06-08,4.67,t,6,0.2
4533,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,1.0,2.0,4.0,243.0,1,333,t,5,2018-06-12,4.5,t,138,1.77
4535,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,1.0,2.0,5.0,241.0,1,333,t,1,2018-06-30,4.47,t,138,1.01
4536,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,1.0,2.0,3.0,299.0,1,333,t,1,2018-04-13,4.45,t,138,1.95
